CynoEnsembl	Gene	Gene_type	Description	HumanEnsembl	Gene_Human
ENSMFAG00000001459	CD86	protein_coding	CD86 molecule [Source:HGNC Symbol;Acc:HGNC:1705]	ENSG00000114013	CD86
ENSMFAG00000001460	TNFSF4	protein_coding	TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934]	ENSG00000117586	TNFSF4
ENSMFAG00000001461	ZNHIT6	protein_coding	zinc finger HIT-type containing 6 [Source:HGNC Symbol;Acc:HGNC:26089]	ENSG00000117174	ZNHIT6
ENSMFAG00000001462	CPSF4	protein_coding	cleavage and polyadenylation specific factor 4 [Source:HGNC Symbol;Acc:HGNC:2327]	ENSG00000160917	CPSF4
ENSMFAG00000001463	UCKL1	protein_coding	uridine-cytidine kinase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:15938]	ENSG00000198276	UCKL1
ENSMFAG00000001464	IDE	protein_coding	insulin degrading enzyme [Source:HGNC Symbol;Acc:HGNC:5381]	ENSG00000119912	IDE
ENSMFAG00000001465		protein_coding		ENSG00000164346	NSA2
ENSMFAG00000001466	TUBA8	protein_coding	tubulin alpha 8 [Source:NCBI gene;Acc:101867105]	ENSG00000183785	TUBA8
ENSMFAG00000001467	ZGPAT	protein_coding	zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948]	ENSG00000197114	ZGPAT
ENSMFAG00000001468	ZSCAN32	protein_coding	zinc finger and SCAN domain containing 32 [Source:HGNC Symbol;Acc:HGNC:20812]	ENSG00000140987	ZSCAN32
ENSMFAG00000001469		protein_coding			
ENSMFAG00000001470	MYBPC2	protein_coding	"myosin binding protein C, fast type [Source:HGNC Symbol;Acc:HGNC:7550]"	ENSG00000086967	MYBPC2
ENSMFAG00000001471	ZNF250	protein_coding	zinc finger protein 250 [Source:HGNC Symbol;Acc:HGNC:13044]	ENSG00000196150	ZNF250
ENSMFAG00000001472		protein_coding			
ENSMFAG00000001473		protein_coding	keratin-associated protein 12-2 [Source:NCBI gene;Acc:102125579]	ENSG00000187175	KRTAP12-1
ENSMFAG00000001474	RETREG2	protein_coding	reticulophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:28450]	ENSG00000144567	RETREG2
ENSMFAG00000001475		protein_coding			
ENSMFAG00000001476		protein_coding			
ENSMFAG00000001477	CTDSPL	protein_coding	CTD small phosphatase like [Source:HGNC Symbol;Acc:HGNC:16890]	ENSG00000144677	CTDSPL
ENSMFAG00000001478		protein_coding		ENSG00000153391	INO80C
ENSMFAG00000001479	C10orf55	protein_coding	chromosome 10 open reading frame 55 [Source:HGNC Symbol;Acc:HGNC:31008]	ENSG00000222047	C10orf55
ENSMFAG00000001480	GML	protein_coding	glycosylphosphatidylinositol anchored molecule like [Source:HGNC Symbol;Acc:HGNC:4375]	ENSG00000104499	GML
ENSMFAG00000001481	GDF9	protein_coding	growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]	ENSG00000164404	GDF9
ENSMFAG00000001482	PDPN	protein_coding	podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]	ENSG00000162493	PDPN
ENSMFAG00000001483	IQCD	protein_coding	IQ motif containing D [Source:NCBI gene;Acc:101925980]	ENSG00000166578	IQCD
ENSMFAG00000001484	ZC3HAV1	protein_coding	"zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]"	ENSG00000105939	ZC3HAV1
ENSMFAG00000001485	MARF1	protein_coding	meiosis regulator and mRNA stability factor 1 [Source:HGNC Symbol;Acc:HGNC:29562]	ENSG00000166783	MARF1
ENSMFAG00000001486	NDUFA10	protein_coding	NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]	ENSG00000130414	NDUFA10
ENSMFAG00000001487		protein_coding	NADH:ubiquinone oxidoreductase core subunit V2 [Source:NCBI gene;Acc:102124686]	ENSG00000178127	NDUFV2
ENSMFAG00000001488	AIRE	protein_coding	autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]	ENSG00000160224	AIRE
ENSMFAG00000001489	TMEM213	protein_coding	transmembrane protein 213 [Source:HGNC Symbol;Acc:HGNC:27220]	ENSG00000214128	TMEM213
ENSMFAG00000001490		protein_coding	mammaglobin-B-like [Source:NCBI gene;Acc:102135334]		
ENSMFAG00000001491	PPM1J	protein_coding	"protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]"	ENSG00000155367	PPM1J
ENSMFAG00000001492		protein_coding	ribulose-5-phosphate-3-epimerase [Source:NCBI gene;Acc:102132916]	ENSG00000197713	RPE
ENSMFAG00000001493	EXOSC1	protein_coding	exosome component 1 [Source:HGNC Symbol;Acc:HGNC:17286]	ENSG00000171311	EXOSC1
ENSMFAG00000001494	JCAD	protein_coding	junctional cadherin 5 associated [Source:HGNC Symbol;Acc:HGNC:29283]	ENSG00000165757	JCAD
ENSMFAG00000001495		protein_coding		ENSG00000185608	MRPL40
ENSMFAG00000001496	HTR3E	protein_coding	5-hydroxytryptamine receptor 3E [Source:HGNC Symbol;Acc:HGNC:24005]	ENSG00000186038	HTR3E
ENSMFAG00000001497	DEDD2	protein_coding	death effector domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24450]	ENSG00000160570	DEDD2
ENSMFAG00000001498	PPM1A	protein_coding	"protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:HGNC Symbol;Acc:HGNC:9275]"	ENSG00000100614	PPM1A
ENSMFAG00000001499	ALKBH4	protein_coding	"alkB homolog 4, lysine demethylase [Source:HGNC Symbol;Acc:HGNC:21900]"	ENSG00000160993	ALKBH4
ENSMFAG00000001500	CEP83	protein_coding	centrosomal protein 83 [Source:HGNC Symbol;Acc:HGNC:17966]	ENSG00000173588	CEP83
ENSMFAG00000001501	STK24	protein_coding	serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]	ENSG00000102572	STK24
ENSMFAG00000001502	ADM	protein_coding	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	ENSG00000148926	ADM
ENSMFAG00000001503	NPW	protein_coding	neuropeptide W [Source:HGNC Symbol;Acc:HGNC:30509]	ENSG00000183971	NPW
ENSMFAG00000001504		protein_coding			
ENSMFAG00000001505		protein_coding			
ENSMFAG00000001506		protein_coding	adaptor related protein complex 1 subunit sigma 2 [Source:NCBI gene;Acc:102132905]		
ENSMFAG00000001507	ALDH3B1	protein_coding	aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]	ENSG00000006534	ALDH3B1
ENSMFAG00000001508	CYP27B1	protein_coding	cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606]	ENSG00000111012	CYP27B1
ENSMFAG00000001509	IDO1	protein_coding	"indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:6059]"	ENSG00000131203	IDO1
ENSMFAG00000001510	B4GALNT3	protein_coding	"beta-1,4-N-acetyl-galactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24137]"	ENSG00000139044	B4GALNT3
ENSMFAG00000001511		protein_coding			
ENSMFAG00000001512	ABHD14B	protein_coding	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]	ENSG00000114779	ABHD14B
ENSMFAG00000001513	NPAS2	protein_coding	neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]	ENSG00000170485	NPAS2
ENSMFAG00000001514		protein_coding			
ENSMFAG00000001515		protein_coding			
ENSMFAG00000001516	TMEM212	protein_coding	transmembrane protein 212 [Source:HGNC Symbol;Acc:HGNC:34295]	ENSG00000186329	TMEM212
ENSMFAG00000001517	ALKBH5	protein_coding	"alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]"	ENSG00000091542	ALKBH5
ENSMFAG00000001518	PIANP	protein_coding	PILR alpha associated neural protein [Source:NCBI gene;Acc:102118946]	ENSG00000139200	PIANP
ENSMFAG00000001519		pseudogene	olfactory receptor 4S1 [Source:NCBI gene;Acc:102128193]		
ENSMFAG00000001520	TTBK2	protein_coding	tau tubulin kinase 2 [Source:HGNC Symbol;Acc:HGNC:19141]	ENSG00000128881	TTBK2
ENSMFAG00000001521	SLC22A12	protein_coding	solute carrier family 22 member 12 [Source:NCBI gene;Acc:102146441]	ENSG00000197891	SLC22A12
ENSMFAG00000001522	GPR143	protein_coding	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:HGNC:20145]	ENSG00000101850	GPR143
ENSMFAG00000001523		protein_coding	endosulfine alpha [Source:NCBI gene;Acc:102123449]	ENSG00000143420	ENSA
ENSMFAG00000001524		protein_coding		ENSG00000067334	DNTTIP2
ENSMFAG00000001525	ZNF790	protein_coding	zinc finger protein 790 [Source:HGNC Symbol;Acc:HGNC:33114]	ENSG00000197863	ZNF790
ENSMFAG00000001526	RP9	protein_coding	"RP9, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:10288]"	ENSG00000164610	RP9
ENSMFAG00000001527	ST6GAL2	protein_coding	"ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]"	ENSG00000144057	ST6GAL2
ENSMFAG00000001528	FAM114A1	protein_coding	family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]	ENSG00000197712	FAM114A1
ENSMFAG00000001529		protein_coding	abhydrolase domain containing 4 [Source:NCBI gene;Acc:102126307]	ENSG00000100439	ABHD4
ENSMFAG00000001530	ZNF766	protein_coding	zinc finger protein 766 [Source:HGNC Symbol;Acc:HGNC:28063]	ENSG00000196214	ZNF766
ENSMFAG00000001531	HYOU1	protein_coding	hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]	ENSG00000149428	HYOU1
ENSMFAG00000001532		protein_coding			
ENSMFAG00000001533	FAM178B	protein_coding	family with sequence similarity 178 member B [Source:NCBI gene;Acc:101865777]	ENSG00000168754	FAM178B
ENSMFAG00000001534	ARF6	protein_coding	ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]	ENSG00000165527	ARF6
ENSMFAG00000001535	PFKFB4	protein_coding	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:NCBI gene;Acc:101925992]"	ENSG00000114268	PFKFB4
ENSMFAG00000001536	TRPC7	protein_coding	transient receptor potential cation channel subfamily C member 7 [Source:HGNC Symbol;Acc:HGNC:20754]	ENSG00000069018	TRPC7
ENSMFAG00000001537	MAPK10	protein_coding	mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:HGNC:6872]	ENSG00000109339	MAPK10
ENSMFAG00000001538	ARHGEF12	protein_coding	Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]	ENSG00000196914	ARHGEF12
ENSMFAG00000001539	DFFB	protein_coding	DNA fragmentation factor subunit beta [Source:HGNC Symbol;Acc:HGNC:2773]	ENSG00000169598	DFFB
ENSMFAG00000001540		protein_coding			
ENSMFAG00000001541	RALGPS2	protein_coding	Ral GEF with PH domain and SH3 binding motif 2 [Source:NCBI gene;Acc:101865438]	ENSG00000116191	RALGPS2
ENSMFAG00000001542	CDC20	protein_coding	cell division cycle 20 [Source:NCBI gene;Acc:101925202]	ENSG00000117399	CDC20
ENSMFAG00000001543	TTN	protein_coding	titin [Source:HGNC Symbol;Acc:HGNC:12403]	ENSG00000155657	TTN
ENSMFAG00000001544	CLTB	protein_coding	clathrin light chain B [Source:HGNC Symbol;Acc:HGNC:2091]	ENSG00000175416	CLTB
ENSMFAG00000001545	CDC25B	protein_coding	cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]	ENSG00000101224	CDC25B
ENSMFAG00000001546	SIRT6	protein_coding	sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934]	ENSG00000077463	SIRT6
ENSMFAG00000001547	AZGP1	protein_coding	"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]"	ENSG00000160862	AZGP1
ENSMFAG00000001548	FAM169A	protein_coding	family with sequence similarity 169 member A [Source:HGNC Symbol;Acc:HGNC:29138]	ENSG00000198780	FAM169A
ENSMFAG00000001549	HMGCL	protein_coding	3-hydroxy-3-methylglutaryl-CoA lyase [Source:NCBI gene;Acc:101926169]	ENSG00000117305	HMGCL
ENSMFAG00000001550	C5orf46	protein_coding	chromosome 5 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:33768]	ENSG00000178776	C5orf46
ENSMFAG00000001551	ALKBH1	protein_coding	"alkB homolog 1, histone H2A dioxygenase [Source:HGNC Symbol;Acc:HGNC:17911]"	ENSG00000100601	ALKBH1
ENSMFAG00000001552		protein_coding	thioredoxin [Source:NCBI gene;Acc:102130667]		
ENSMFAG00000001553	YIPF5	protein_coding	Yip1 domain family member 5 [Source:NCBI gene;Acc:101866225]	ENSG00000145817	YIPF5
ENSMFAG00000001554	POLR2L	protein_coding	RNA polymerase II subunit L [Source:HGNC Symbol;Acc:HGNC:9199]	ENSG00000177700	POLR2L
ENSMFAG00000001555		protein_coding			
ENSMFAG00000001556		protein_coding	coiled-coil domain containing 103 [Source:NCBI gene;Acc:102127572]	ENSG00000214447	FAM187A
ENSMFAG00000001557	PPP1R8	protein_coding	protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]	ENSG00000117751	PPP1R8
ENSMFAG00000001558	TRANK1	protein_coding	tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:29011]	ENSG00000168016	TRANK1
ENSMFAG00000001559		protein_coding			
ENSMFAG00000001560		protein_coding			
ENSMFAG00000001561	ACLY	protein_coding	ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]	ENSG00000131473	ACLY
ENSMFAG00000001562	NDUFAF6	protein_coding	NADH:ubiquinone oxidoreductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:28625]	ENSG00000156170	NDUFAF6
ENSMFAG00000001563	BTN2A1	protein_coding	butyrophilin subfamily 2 member A1 [Source:HGNC Symbol;Acc:HGNC:1136]	ENSG00000112763	BTN2A1
ENSMFAG00000001564		protein_coding	SUMO specific peptidase 1 [Source:NCBI gene;Acc:102139867]	ENSG00000079387	SENP1
ENSMFAG00000001565		protein_coding			
ENSMFAG00000001566	ENPP7	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 7 [Source:HGNC Symbol;Acc:HGNC:23764]	ENSG00000182156	ENPP7
ENSMFAG00000001567		protein_coding	RNA polymerase II subunit A [Source:NCBI gene;Acc:101866538]		
ENSMFAG00000001568		protein_coding			
ENSMFAG00000001569	ZDHHC19	protein_coding	zinc finger DHHC-type containing 19 [Source:HGNC Symbol;Acc:HGNC:20713]	ENSG00000163958	ZDHHC19
ENSMFAG00000001570	CDCA8	protein_coding	cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629]	ENSG00000134690	CDCA8
ENSMFAG00000001571	FAM24A	protein_coding	family with sequence similarity 24 member A [Source:HGNC Symbol;Acc:HGNC:23470]	ENSG00000203795	FAM24A
ENSMFAG00000001572	SLC35F4	protein_coding	solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845]	ENSG00000151812	SLC35F4
ENSMFAG00000001573	NHLRC3	protein_coding	NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]	ENSG00000188811	NHLRC3
ENSMFAG00000001574		protein_coding	putative methyl-CpG-binding domain protein 3-like 5 [Source:NCBI gene;Acc:102136431]	ENSG00000230522	MBD3L2
ENSMFAG00000001575	TCTN3	protein_coding	tectonic family member 3 [Source:NCBI gene;Acc:101865925]	ENSG00000119977	TCTN3
ENSMFAG00000001576	NEXMIF	protein_coding	neurite extension and migration factor [Source:HGNC Symbol;Acc:HGNC:29433]	ENSG00000050030	NEXMIF
ENSMFAG00000001577	BCL2L14	protein_coding	BCL2 like 14 [Source:NCBI gene;Acc:101866305]	ENSG00000121380	BCL2L14
ENSMFAG00000001578		protein_coding	NKG2D ligand 4 [Source:NCBI gene;Acc:102133652]	ENSG00000164520	RAET1E
ENSMFAG00000001579	SCOC	protein_coding	short coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:20335]	ENSG00000153130	SCOC
ENSMFAG00000001580	PTPN14	protein_coding	"protein tyrosine phosphatase, non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]"	ENSG00000152104	PTPN14
ENSMFAG00000001581	DCTN2	protein_coding	dynactin subunit 2 [Source:NCBI gene;Acc:101926870]	ENSG00000175203	DCTN2
ENSMFAG00000001582		protein_coding			
ENSMFAG00000001583	OOSP2	protein_coding	oocyte secreted protein 2 [Source:HGNC Symbol;Acc:HGNC:26699]	ENSG00000149507	OOSP2
ENSMFAG00000001584	ARL6IP5	protein_coding	ADP ribosylation factor like GTPase 6 interacting protein 5 [Source:NCBI gene;Acc:101925344]	ENSG00000144746	ARL6IP5
ENSMFAG00000001585	TNS4	protein_coding	tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352]	ENSG00000131746	TNS4
ENSMFAG00000001586		protein_coding			
ENSMFAG00000001587	NOL9	protein_coding	nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265]	ENSG00000162408	NOL9
ENSMFAG00000001588	ZNF589	protein_coding	zinc finger protein 589 [Source:HGNC Symbol;Acc:HGNC:16747]	ENSG00000164048	ZNF589
ENSMFAG00000001589	BLMH	protein_coding	bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]	ENSG00000108578	BLMH
ENSMFAG00000001590	EGFLAM	protein_coding	"EGF like, fibronectin type III and laminin G domains [Source:HGNC Symbol;Acc:HGNC:26810]"	ENSG00000164318	EGFLAM
ENSMFAG00000001591	ATXN7L3	protein_coding	ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416]	ENSG00000087152	ATXN7L3
ENSMFAG00000001592	DMRTA1	protein_coding	DMRT like family A1 [Source:HGNC Symbol;Acc:HGNC:13826]	ENSG00000176399	DMRTA1
ENSMFAG00000001593	SPNS1	protein_coding	sphingolipid transporter 1 (putative) [Source:HGNC Symbol;Acc:HGNC:30621]	ENSG00000169682	SPNS1
ENSMFAG00000001594	CMBL	protein_coding	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]	ENSG00000164237	CMBL
ENSMFAG00000001595		protein_coding			
ENSMFAG00000001596	CBLN3	protein_coding	cerebellin 3 precursor [Source:HGNC Symbol;Acc:HGNC:20146]	ENSG00000139899	CBLN3
ENSMFAG00000001597		protein_coding			
ENSMFAG00000001598		protein_coding	tripartite motif-containing protein 43 [Source:NCBI gene;Acc:102115404]	ENSG00000144015	TRIM43
ENSMFAG00000001599	COMTD1	protein_coding	catechol-O-methyltransferase domain containing 1 [Source:NCBI gene;Acc:101867290]	ENSG00000165644	COMTD1
ENSMFAG00000001600		protein_coding	zinc finger protein 544 [Source:NCBI gene;Acc:101865711]		
ENSMFAG00000001601	SETD2	protein_coding	SET domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18420]	ENSG00000181555	SETD2
ENSMFAG00000001602	CCDC136	protein_coding	coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]	ENSG00000128596	CCDC136
ENSMFAG00000001603	MMP21	protein_coding	matrix metallopeptidase 21 [Source:HGNC Symbol;Acc:HGNC:14357]	ENSG00000154485	MMP21
ENSMFAG00000001604	CDKN1A	protein_coding	cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]	ENSG00000124762	CDKN1A
ENSMFAG00000001605		protein_coding			
ENSMFAG00000001606	ODF2	protein_coding	outer dense fiber of sperm tails 2 [Source:HGNC Symbol;Acc:HGNC:8114]	ENSG00000136811	ODF2
ENSMFAG00000001607		protein_coding	homeobox protein NANOG-like [Source:NCBI gene;Acc:102143010]	ENSG00000111704	NANOG
ENSMFAG00000001608	PTPRU	protein_coding	"protein tyrosine phosphatase, receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"	ENSG00000060656	PTPRU
ENSMFAG00000001609	ETV3	protein_coding	ETS variant 3 [Source:HGNC Symbol;Acc:HGNC:3492]	ENSG00000117036	ETV3
ENSMFAG00000001610	TMEM132D	protein_coding	transmembrane protein 132D [Source:HGNC Symbol;Acc:HGNC:29411]	ENSG00000151952	TMEM132D
ENSMFAG00000001611	TAGLN3	protein_coding	transgelin 3 [Source:HGNC Symbol;Acc:HGNC:29868]	ENSG00000144834	TAGLN3
ENSMFAG00000001612	ZNF461	protein_coding	zinc finger protein 461 [Source:HGNC Symbol;Acc:HGNC:21629]	ENSG00000197808	ZNF461
ENSMFAG00000001613	IGF2BP1	protein_coding	insulin like growth factor 2 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28866]	ENSG00000159217	IGF2BP1
ENSMFAG00000001614	MSS51	protein_coding	MSS51 mitochondrial translational activator [Source:HGNC Symbol;Acc:HGNC:21000]	ENSG00000166343	MSS51
ENSMFAG00000001615		protein_coding	RUN and cysteine rich domain containing beclin 1 interacting protein [Source:NCBI gene;Acc:101865638]	ENSG00000145016	RUBCN
ENSMFAG00000001616	IL17RB	protein_coding	interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015]	ENSG00000056736	IL17RB
ENSMFAG00000001617		protein_coding		ENSG00000187758	ADH1A
ENSMFAG00000001618	PTPDC1	protein_coding	protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30184]	ENSG00000158079	PTPDC1
ENSMFAG00000001619	MYPN	protein_coding	myopalladin [Source:HGNC Symbol;Acc:HGNC:23246]	ENSG00000138347	MYPN
ENSMFAG00000001620	RASSF8	protein_coding	Ras association domain family member 8 [Source:NCBI gene;Acc:101867271]	ENSG00000123094	RASSF8
ENSMFAG00000001621	ALG3	protein_coding	"ALG3, alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23056]"	ENSG00000214160	ALG3
ENSMFAG00000001622	CXCL8	protein_coding	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]	ENSG00000169429	CXCL8
ENSMFAG00000001623	RHBDF1	protein_coding	rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]	ENSG00000007384	RHBDF1
ENSMFAG00000001624	PGPEP1L	protein_coding	pyroglutamyl-peptidase I like [Source:HGNC Symbol;Acc:HGNC:27080]	ENSG00000183571	PGPEP1L
ENSMFAG00000001625	ZC3H15	protein_coding	zinc finger CCCH-type containing 15 [Source:NCBI gene;Acc:101925486]	ENSG00000065548	ZC3H15
ENSMFAG00000001626	RPSA	protein_coding	ribosomal protein SA [Source:NCBI gene;Acc:101864835]		
ENSMFAG00000001627	POLQ	protein_coding	DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]	ENSG00000051341	POLQ
ENSMFAG00000001628	SZRD1	protein_coding	SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]	ENSG00000055070	SZRD1
ENSMFAG00000001629	INO80D	protein_coding	INO80 complex subunit D [Source:HGNC Symbol;Acc:HGNC:25997]	ENSG00000114933	INO80D
ENSMFAG00000001630	GALNT9	protein_coding	polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]	ENSG00000182870	GALNT9
ENSMFAG00000001631	RETSAT	protein_coding	retinol saturase [Source:HGNC Symbol;Acc:HGNC:25991]	ENSG00000042445	RETSAT
ENSMFAG00000001632	PALLD	protein_coding	"palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]"	ENSG00000129116	PALLD
ENSMFAG00000001633	PDGFRB	protein_coding	platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804]	ENSG00000113721	PDGFRB
ENSMFAG00000001634	ATP9A	protein_coding	ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]	ENSG00000054793	ATP9A
ENSMFAG00000001635	MSH2	protein_coding	mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]	ENSG00000095002	MSH2
ENSMFAG00000001636	AUP1	protein_coding	"AUP1, lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]"	ENSG00000115307	AUP1
ENSMFAG00000001637	FOXE1	protein_coding	forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]	ENSG00000178919	FOXE1
ENSMFAG00000001638	MYH13	protein_coding	myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]	ENSG00000006788	MYH13
ENSMFAG00000001639		protein_coding	transcription factor BTF3-like [Source:NCBI gene;Acc:102145832]	ENSG00000145741	BTF3
ENSMFAG00000001640	SLC6A20	protein_coding	solute carrier family 6 member 20 [Source:HGNC Symbol;Acc:HGNC:30927]	ENSG00000163817	SLC6A20
